id,surveyorName,date,totalScore,categoryScores,categoryLevelIndexes
SFactory-0001,류용효,2025-08-23,691.5,"{'1.1 리더십과 전략': 77.5, '2.1 제품개발': 48, '2.2 생산계획': 48, '2.3 공정관리': 48.5, '2.4 품질관리': 39.5, '2.5 설비관리': 48, '2.6 물류운영': 46, '3.1 정보시스템': 142, '3.2 설비자동화': 114, '4.1 성과': 80}","{'1.1 리더십과 전략': 11, '2.1 제품개발': 15, '2.2 생산계획': 12, '2.3 공정관리': 6, '2.4 품질관리': 3, '2.5 설비관리': 12, '2.6 물류운영': 8, '3.1 정보시스템': 9, '3.2 설비자동화': 7, '4.1 성과': 10}"
